"","Eq","Bond","Probability"
"1",-0.425005952303335,0.0631465354885263,0.00051510989010989
"2",-0.408451217640424,0.0673595211235489,0.000171703296703297
"3",-0.410158209224679,0.0687574352503623,0.000343406593406593
"4",-0.41571705512889,0.0723134138170753,0.000343406593406593
"5",-0.416117021393392,0.0774927092018551,0.000171703296703297
"6",-0.443410111978128,0.0802930474158851,0.00051510989010989
"7",-0.446208055892356,0.0835212308728621,0.000686813186813187
"8",-0.441196686330866,0.0861358258455187,0.000686813186813187
"9",-0.449042908805795,0.0897918531342489,0.000858516483516484
"10",-0.459150557838558,0.0923324246797262,0.00103021978021978
"11",-0.427866318641766,0.0952192041170621,0.000171703296703297
"12",-0.416576134693044,0.100907113897295,0.000343406593406593
"13",-0.422957552677547,0.102229392851053,0.00103021978021978
"14",-0.419469945378623,0.105172517014278,0.00051510989010989
"15",-0.412477675757536,0.11125822873039,0.000171703296703297
"16",-0.387040457369049,0.0606168414475367,0.00051510989010989
"17",-0.363958589823858,0.0644325183106256,0.00051510989010989
"18",-0.378623310524433,0.0687677829501759,0.000858516483516484
"19",-0.364522073778522,0.0732912596447132,0.00137362637362637
"20",-0.353262818149417,0.0784441690502677,0.00051510989010989
"21",-0.387754193717692,0.0871332851296855,0.000171703296703297
"22",-0.364363168233605,0.0916074968408815,0.000343406593406593
"23",-0.380307487653408,0.0966785837986801,0.00137362637362637
"24",-0.385554118664805,0.100008046101306,0.00274725274725275
"25",-0.371535461699757,0.105025837938166,0.00051510989010989
"26",-0.393243135358286,0.109187347844786,0.00103021978021978
"27",-0.378886938597963,0.115226525609533,0.000686813186813187
"28",-0.369587045466036,0.117727141064068,0.000858516483516484
"29",-0.386106298601564,0.125601413996774,0.000171703296703297
"30",-0.287212042810822,0.0450797494868096,0.000343406593406593
"31",-0.281932497948389,0.0477495174000622,0.000343406593406593
"32",-0.321171625920843,0.0674729685187172,0.000343406593406593
"33",-0.310381722742151,0.0710988995487632,0.000858516483516484
"34",-0.312548715433882,0.0739634080428933,0.00137362637362637
"35",-0.317027889858555,0.0779080215756819,0.00137362637362637
"36",-0.312664246221528,0.08148083251629,0.00188873626373626
"37",-0.320271804541026,0.0852793991623155,0.00120192307692308
"38",-0.32188584278502,0.0884624037912289,0.00137362637362637
"39",-0.324518846146644,0.091846739181959,0.00051510989010989
"40",-0.335745996847269,0.097410955954388,0.000343406593406593
"41",-0.227180696925989,0.0124280933337155,0.00137362637362637
"42",-0.234107216964071,0.0349707277090311,0.00137362637362637
"43",-0.232796625794402,0.0387526746581034,0.00103021978021978
"44",-0.275114005713905,0.0437061721207539,0.000171703296703297
"45",-0.219821857820726,0.0556998752994862,0.000343406593406593
"46",-0.238197301811195,0.0610851221166133,0.000686813186813187
"47",-0.246874394448703,0.0658862796771379,0.00154532967032967
"48",-0.241666016753878,0.0704330408289807,0.00206043956043956
"49",-0.253046036342625,0.0744561182911219,0.000686813186813187
"50",-0.164943051344348,-0.0922943587249536,0.00326236263736264
"51",-0.180861692548471,-0.081221054693419,0.00188873626373626
"52",-0.155426490662543,-0.0693396317241849,0.000171703296703297
"53",-0.174120457491465,0.00989542889959572,0.00446428571428571
"54",-0.176518179434672,0.0208870360200843,0.00137362637362637
"55",-0.17973358290681,0.0321661097234972,0.00360576923076923
"56",-0.168750649884974,0.0464531187028313,0.00429258241758242
"57",-0.177769136301252,0.05451800024334,0.00360576923076923
"58",-0.174852884274113,0.065546333104536,0.00137362637362637
"59",-0.100269948151243,-0.0914928375809764,0.00206043956043956
"60",-0.103089175449232,-0.0842943118077493,0.00188873626373626
"61",-0.136838372026421,-0.0648872091568678,0.00051510989010989
"62",-0.112366581221904,-0.0531914722838744,0.00137362637362637
"63",-0.106595157861293,-0.0424273775012992,0.00240384615384615
"64",-0.0824186573891402,-0.0233561988278982,0.00051510989010989
"65",-0.107258024698377,0.000693002895446478,0.00910027472527473
"66",-0.10938161789381,0.010567600897069,0.0106456043956044
"67",-0.101042763978484,0.0287022051501706,0.00755494505494505
"68",-0.109689568887279,0.0386174473656265,0.013907967032967
"69",-0.118501706644148,0.0512443252498384,0.0147664835164835
"70",-0.106082583246945,0.064463039712939,0.0121909340659341
"71",-0.101770234845314,0.0778805631970183,0.00635302197802198
"72",-0.10579300794743,0.090087445643627,0.00377747252747253
"73",-0.0582223365798721,-0.0948065029327775,0.00326236263736264
"74",-0.0453170165990124,-0.0821051335392551,0.00360576923076923
"75",-0.0287860953762586,-0.0721067757385727,0.000171703296703297
"76",-0.0523140214492114,-0.0135195204767723,0.00103021978021978
"77",-0.0497100535867089,-0.00437576583441117,0.00583791208791209
"78",-0.0576650249778291,0.00854232720809309,0.0121909340659341
"79",-0.0356111822003954,0.0208936295259154,0.0133928571428571
"80",-0.0443514825481071,0.0327632251125985,0.020260989010989
"81",-0.0438873752227314,0.0454429123043923,0.0116758241758242
"82",-0.0460389974114326,0.0577057202617121,0.013907967032967
"83",-0.0420457605504535,0.0709112510709019,0.00738324175824176
"84",-0.0598854999751919,0.0826079323227057,0.00480769230769231
"85",0.0309752780036962,-0.0749522170022655,0.00171703296703297
"86",0.0391381778967,-0.0568420205237912,0.000343406593406593
"87",0.0422047551709392,-0.0472216392078985,0.00103021978021978
"88",0.0403819477114568,-0.0241313402697786,0.00154532967032967
"89",0.0304552927336385,-0.0141949999277727,0.00669642857142857
"90",0.0224656991454843,0.00278104403124221,0.0151098901098901
"91",0.0118457595733939,0.0164428851022903,0.0285027472527473
"92",0.00869779697085778,0.0293019791418349,0.0195741758241758
"93",0.0218659998236007,0.0460380056763405,0.0236950549450549
"94",0.0135739093667614,0.0603547483787738,0.0175137362637363
"95",0.0265782671162377,0.0762593712761345,0.0132211538461538
"96",0.0318323195006396,0.0895091421767072,0.00686813186813187
"97",0.0318262514958369,0.102728292890245,0.00223214285714286
"98",0.0457930236432204,0.140762764842358,0.000343406593406593
"99",0.0642417269567926,-0.0688946581184491,0.00154532967032967
"100",0.0797315263513777,-0.0511912780338566,0.00360576923076923
"101",0.0915640754554752,-0.0401105101385442,0.00446428571428571
"102",0.0748218962676675,-0.0213071773924757,0.0121909340659341
"103",0.0840629566432722,-0.00567633475220902,0.0133928571428571
"104",0.0852230575523249,0.00893379578075475,0.0288461538461538
"105",0.0862395941373644,0.0231051030399283,0.0133928571428571
"106",0.0784789330174599,0.0414150547645086,0.0260989010989011
"107",0.0773001562141409,0.055680045032034,0.0233516483516484
"108",0.0794394548768338,0.0727400586226822,0.017342032967033
"109",0.0794150633493321,0.0877024397927561,0.0274725274725275
"110",0.0838675792813379,0.10157949975813,0.0190590659340659
"111",0.0932583126397105,0.113234366362943,0.00274725274725275
"112",0.0829922961022794,0.134494863725422,0.00429258241758242
"113",0.0830762485157162,0.146826043785989,0.00291895604395604
"114",0.141282380481361,-0.0376215875244957,0.00669642857142857
"115",0.150719781628045,-0.0232782363545067,0.00995879120879121
"116",0.153312466370051,-0.00908960337689941,0.0437843406593407
"117",0.152190674120647,0.00234573625499473,0.0314217032967033
"118",0.152396977620773,0.018797107679429,0.0305631868131868
"119",0.148792262400415,0.031167829513752,0.0206043956043956
"120",0.137483653762739,0.0468381599917462,0.0118475274725275
"121",0.123648587280845,0.0600297967048011,0.00257554945054945
"122",0.126222825691074,0.0773750948517322,0.00240384615384615
"123",0.135165910856223,0.0920778411545731,0.017342032967033
"124",0.134522858975126,0.10654705298182,0.00910027472527473
"125",0.150804069447534,0.117330012123828,0.00549450549450549
"126",0.177794306844829,0.127390236943408,0.000171703296703297
"127",0.148378292431456,0.153273626405482,0.00120192307692308
"128",0.156994915423535,0.163293654810525,0.00171703296703297
"129",0.189469931047996,-0.0314464772711728,0.00188873626373626
"130",0.206861515774401,-0.0166860286421435,0.0207760989010989
"131",0.206596745082224,-0.004135065885349,0.0418956043956044
"132",0.206786981948663,0.0100016549185667,0.0260989010989011
"133",0.206588558901248,0.0244991749088216,0.0120192307692308
"134",0.212279203061157,0.0380374303000963,0.00738324175824176
"135",0.219957406319847,0.0493049991941637,0.0051510989010989
"136",0.197782742959082,0.0971952688764232,0.00103021978021978
"137",0.202553710910168,0.109459215468994,0.00755494505494505
"138",0.207659995328175,0.123147779199153,0.00652472527472527
"139",0.219462603593042,0.1364795093392,0.00377747252747253
"140",0.214420409141984,0.151532070601736,0.00274725274725275
"141",0.217089779751067,0.16440941324974,0.00446428571428571
"142",0.286749185245456,-0.029804079080321,0.00566620879120879
"143",0.271461691828882,-0.0141227230980778,0.00652472527472527
"144",0.263552549094966,-0.00306911225733577,0.00961538461538462
"145",0.260474481642705,0.00986777029683244,0.00429258241758242
"146",0.262027935726747,0.0241735237940317,0.00257554945054945
"147",0.249210622252304,0.0389156617158381,0.000686813186813187
"148",0.267157099061991,0.0533496590349153,0.00223214285714286
"149",0.282936042281185,0.0659691855275916,0.00103021978021978
"150",0.303715514320662,0.0769160737337239,0.000343406593406593
"151",0.248993806192758,0.115350984019839,0.000686813186813187
"152",0.270576143997893,0.12390632838521,0.00257554945054945
"153",0.275342413660255,0.136109116030824,0.00446428571428571
"154",0.265978888286461,0.15069804103572,0.00257554945054945
"155",0.258231885914037,0.163506087076306,0.00137362637362637
"156",0.331472257565582,-0.0344188368118574,0.00412087912087912
"157",0.337302166666127,-0.0249650172892518,0.00394917582417582
"158",0.32788313806142,-0.00682138457603443,0.00171703296703297
"159",0.320651449000464,0.000345584918116517,0.00188873626373626
"160",0.311493828827738,0.0737853955198515,0.000171703296703297
"161",0.337003986514925,0.0883316631552129,0.000171703296703297
"162",0.344200458490962,0.100807119087767,0.000343406593406593
"163",0.352417478062162,0.110658471723125,0.00051510989010989
"164",0.354395356476509,0.122201722173299,0.00394917582417582
"165",0.343338341657543,0.132288031489876,0.00223214285714286
"166",0.390334628545103,-0.0350874413056204,0.00154532967032967
"167",0.402021698213792,-0.0266380123081049,0.000686813186813187
"168",0.396475723171612,-0.015125015393856,0.000171703296703297
"169",0.403009759827389,0.122876251545292,0.00257554945054945
"170",0.416756666671549,0.133859528040084,0.00360576923076923
"171",0.477684532237423,-0.0266143471011395,0.00137362637362637
"172",0.473646960556629,0.124067251338074,0.00103021978021978
"173",0.465024613307428,0.13357755658792,0.00291895604395604
